query,time,httpCalls,nbResults,errors
query_12085,,0,0
query_12086,7.408,1,2,0
query_12087,,0,0
query_12088,116.522,1,3,0
query_12089,,0,0
query_1208,112.704,1,2,0
query_12090,77.722,1,28,0
query_12091,,0,0
query_12092,96.09,1,651,0
query_12093,6.28,1,20,0
query_12094,118.059,1,3,0
query_12095,82.65,1,2,0
query_12096,52.841,1,2,0
query_12097,41.115,1,6191,0
query_12098,24.652,1,23276,0
query_12099,,0,0
query_1209,101.025,1,120,0
query_120,1.156,1,416,0
query_12100,,0,0
query_12101,110.372,1,216950,0
query_12102,13.067,1,2,0
query_12103,,0,0
query_12104,7.487,1,81,0
query_12105,,0,0
query_12106,108.416,1,61,0
query_12107,116.665,1,128,0
query_12108,99.521,1,2,0
query_12109,107.864,1,1048578,0
query_1210,15.496,1,594,0
query_12110,,0,0
query_12111,,0,0
query_12112,,0,0
query_12113,9.299,1,39,0
query_12114,,0,0
query_12115,,0,0
query_12116,116.139,1,41,0
query_12117,23.966,1,13,0
query_12118,,0,0
query_12119,103.693,1,14026,0
query_1211,22.819,1,20,0
query_12120,,0,0
query_12121,,0,0
query_12122,1.452,1,8,0
query_12123,,0,0
query_12124,,0,0
query_12125,53.712,1,119,0
query_12126,0.781,1,437,0
query_12127,2.932,1,61,0
query_12128,,0,0
query_12129,,0,0
query_1212,91.847,1,2077,0
query_12130,103.993,1,484,0
query_12131,,0,0
query_12132,,0,0
query_12133,,0,0
query_12134,,0,0
query_12135,,0,0
query_12136,,0,0
query_12137,,0,0
query_12138,,0,0
query_12139,,0,0
query_1213,,0,0
query_12140,,0,0
query_12141,,0,0
query_12142,,0,0
query_12143,,0,0
query_12144,,0,0
query_12145,,0,0
query_12146,,0,0
query_12147,,0,0
query_12148,,0,0
query_12149,,0,0
query_1214,,0,0
query_12150,,0,0
query_12151,,0,0
query_12152,,0,0
query_12153,,0,0
query_12154,,0,0
query_12155,,0,0
query_12156,,0,0
query_12157,,0,0
query_12158,,0,0
query_12159,,0,0
query_1215,,0,0
query_12160,,0,0
query_12161,,0,0
query_12162,,0,0
query_12163,,0,0
query_12164,,0,0
query_12165,,0,0
query_12166,,0,0
query_12167,,0,0
query_12168,,0,0
query_12169,,0,0
query_1216,,0,0
query_12170,,0,0
query_12171,,0,0
query_12172,,0,0
query_12173,,0,0
query_12174,,0,0
query_12175,,0,0
query_12176,,0,0
query_12177,,0,0
query_12178,,0,0
query_12179,,0,0
query_1217,,0,0
query_12180,,0,0
query_12181,,0,0
query_12182,,0,0
query_12183,,0,0
query_12184,,0,0
query_12185,,0,0
query_12186,,0,0
query_12187,,0,0
query_12188,,0,0
query_12189,,0,0
query_1218,,0,0
query_12190,,0,0
query_12191,,0,0
query_12192,,0,0
query_12193,,0,0
query_12194,,0,0
query_12195,,0,0
query_12196,,0,0
query_12197,,0,0
query_12198,,0,0
query_12199,,0,0
query_1219,,0,0
query_121,,0,0
query_12200,,0,0
query_12201,,0,0
query_12202,,0,0
query_12203,,0,0
query_12204,,0,0
query_12205,,0,0
query_12206,,0,0
query_12207,,0,0
query_12208,,0,0
query_12209,,0,0
query_1220,,0,0
query_12210,,0,0
query_12211,,0,0
query_12212,,0,0
query_12213,,0,0
query_12214,,0,0
query_12215,,0,0
query_12216,,0,0
query_12217,,0,0
query_12218,,0,0
query_12219,,0,0
query_1221,,0,0
query_12220,,0,0
query_12221,,0,0
query_12222,,0,0
query_12223,,0,0
query_12224,,0,0
query_12225,,0,0
query_12226,,0,0
query_12227,,0,0
query_12228,,0,0
query_12229,,0,0
query_1222,,0,0
query_12230,,0,0
query_12231,,0,0
query_12232,,0,0
query_12233,,0,0
query_12234,,0,0
query_12235,,0,0
query_12236,,0,0
query_12237,58.414,1,110,0
query_12238,0.373,1,16,0
query_12239,,0,0
query_1223,,0,0
query_12240,,0,0
query_12241,,0,0
query_12242,,0,0
query_12243,,0,0
query_12244,,0,0
query_12245,,0,0
query_12246,,0,0
query_12247,,0,0
query_12248,,0,0
query_12249,,0,0
query_1224,,0,0
query_12250,,0,0
query_12251,,0,0
query_12252,,0,0
query_12253,,0,0
query_12254,,0,0
query_12255,,0,0
query_12256,,0,0
query_12257,1.753,1,22372,0
query_12258,,0,0
